location,off_time,horse_name,jockey,trainer,trainer_win_pct,trainer_runs,age,distance_f,race_class,field_size,form_string,odds,status,going,distance,cd_winner,rp_or,rp_rpr,rp_ts
Hamilton,5:07,Second Fiddle,Andrew Mullen,Iain Jardine,10.0,29.0,7.0,9.0,Class 4,9,043233,14.0,Active,Good To Soft,1m1f35y,0,64.0,0.0,0.0
Hamilton,5:07,Saxon Grace,Shane Gray,Daragh Bourke,100.0,4.0,3.0,9.0,Class 4,9,403111,9.4,Active,Good To Soft,1m1f35y,0,59.0,0.0,0.0
Hamilton,5:40,Nakassama,Shane Gray,Noel C Kelly,0.0,7.0,6.0,11.0,Class 2,3,74/2-4,4.2,Active,Good To Soft,1m3f15y,0,82.0,0.0,0.0
Hamilton,5:40,Flagbearer,Cieren Fallon,William Haggas,20.0,41.0,3.0,11.0,Class 2,3,4,7.0,Active,Good To Soft,1m3f15y,0,0.0,0.0,0.0
Hamilton,5:40,Lord d'Or,Callum Rodriguez,Andrew Balding,17.0,60.0,3.0,11.0,Class 2,3,6-222,10.0,Active,Good To Soft,1m3f15y,0,82.0,0.0,0.0
Hamilton,6:15,El Burhan,Pat Cosgrave,George Boughey,26.0,27.0,4.0,12.0,Class 2,13,91-543,9.4,Active,Good To Soft,1m4f15y,0,102.0,0.0,0.0
Hamilton,6:15,Yabher,Cieren Fallon,William Haggas,20.0,41.0,4.0,12.0,Class 2,13,01-100,6.8,Active,Good To Soft,1m4f15y,0,100.0,0.0,0.0
Hamilton,6:15,Strassia,David Nolan,David O'Meara,15.0,52.0,5.0,12.0,Class 2,13,3/606-,40.0,Active,Good To Soft,1m4f15y,0,100.0,0.0,0.0
Hamilton,6:15,Noble Horizon,Callum Rodriguez,Oli Rix,0.0,4.0,4.0,12.0,Class 2,13,83-712,8.4,Active,Good To Soft,1m4f15y,0,97.0,0.0,0.0
Hamilton,6:15,Teumessias Fox,Tom Eaves,Andrew Balding,17.0,60.0,7.0,12.0,Class 2,13,3-535P,30.0,Active,Good To Soft,1m4f15y,0,95.0,0.0,0.0
Hamilton,6:15,Lavender Hill Mob,Shane Gray,James Owen,18.0,39.0,5.0,12.0,Class 2,13,3-8608,30.0,Active,Good To Soft,1m4f15y,0,91.0,0.0,0.0
Hamilton,6:15,Spioradalta,Sam James,Mark Walford,0.0,10.0,6.0,12.0,Class 2,13,181062,26.0,Active,Good To Soft,1m4f15y,0,91.0,0.0,0.0
Hamilton,6:15,Evanesco,David Egan,Charlie Johnston,13.0,38.0,3.0,12.0,Class 2,13,-41753,6.0,Active,Good To Soft,1m4f15y,0,99.0,0.0,0.0
Hamilton,6:15,Salamanca City,Daniel Muscutt,James Fanshawe,25.0,24.0,5.0,12.0,Class 2,13,6-1211,9.6,Active,Good To Soft,1m4f15y,0,89.0,0.0,0.0
Hamilton,6:15,Ashnak,Mark Winn,David O'Meara,15.0,52.0,4.0,12.0,Class 2,13,-83427,27.5,Active,Good To Soft,1m4f15y,0,89.0,0.0,0.0
Hamilton,6:15,Evaluation,David Allan,Adam Nicol,0.0,4.0,8.0,12.0,Class 2,13,12050/,44.0,Active,Good To Soft,1m4f15y,0,88.0,0.0,0.0
Hamilton,6:15,Altareq,Lauren Young(5),Jim Goldie,10.0,39.0,4.0,12.0,Class 2,13,303100,29.0,Active,Good To Soft,1m4f15y,0,87.0,0.0,0.0
Hamilton,6:15,Elsass,Joanna Mason,Charlie Johnston,13.0,38.0,4.0,12.0,Class 2,13,-11037,16.0,Active,Good To Soft,1m4f15y,0,86.0,0.0,0.0
Hamilton,6:15,Tiernan,Andrew Mullen,Iain Jardine,10.0,29.0,4.0,12.0,Class 2,13,0-6021,4.7,Active,Good To Soft,1m4f15y,0,85.0,0.0,0.0
Hamilton,6:15,Letsbefrank,Amie Waugh(3),Jim Goldie,10.0,39.0,6.0,12.0,Class 2,13,-11361,40.0,Active,Good To Soft,1m4f15y,0,78.0,0.0,0.0
Hamilton,6:45,Germanic,Ryan Sexton,Julie Camacho,5.0,21.0,5.0,5.0,Class 3,11,01-910,23.0,Active,Good To Soft,5f7y,0,91.0,0.0,0.0
Hamilton,6:45,Advertised,Oliver Stammers,Grant Tuer,9.0,11.0,3.0,5.0,Class 3,11,14-290,9.6,Active,Good To Soft,5f7y,0,91.0,0.0,0.0
Hamilton,6:45,Sir Yoshi,David Nolan,Geoffrey Harker,0.0,3.0,4.0,5.0,Class 3,11,-09939,16.0,Active,Good To Soft,5f7y,0,89.0,0.0,0.0
Hamilton,6:45,Sturlasson,Cieren Fallon,John Ryan,0.0,5.0,5.0,5.0,Class 3,11,4-5294,12.0,Active,Good To Soft,5f7y,0,87.0,0.0,0.0
Hamilton,6:45,Tatterstall,Daniel Muscutt,Michael Dods,12.0,26.0,6.0,5.0,Class 3,11,0-3250,15.0,Active,Good To Soft,5f7y,0,87.0,0.0,0.0
Hamilton,6:45,Vantheman,Tom Eaves,Kevin Ryan,4.0,28.0,5.0,5.0,Class 3,11,013445,6.6,Active,Good To Soft,5f7y,0,86.0,0.0,0.0
Hamilton,6:45,Jordan Electrics,Mark Winn,Jim Goldie,10.0,39.0,10.0,5.0,Class 3,11,954831,12.0,Active,Good To Soft,5f7y,0,86.0,0.0,0.0
Hamilton,6:45,Eternal Sunshine,Lauren Young(5),Jim Goldie,10.0,39.0,6.0,5.0,Class 3,11,942602,5.2,Active,Good To Soft,5f7y,0,84.0,0.0,0.0
Hamilton,6:45,Stargazed,Sam James,K. R. Burke,22.0,37.0,3.0,5.0,Class 3,11,-20878,25.0,Active,Good To Soft,5f7y,0,86.0,0.0,0.0
Hamilton,6:45,Canon's House,Joanna Mason,Michael & David Easterby,8.0,40.0,5.0,5.0,Class 3,11,250634,27.5,Active,Good To Soft,5f7y,0,84.0,0.0,0.0
Hamilton,6:45,Parisiac,Conor Whiteley(5),Iain Jardine,10.0,29.0,7.0,5.0,Class 3,11,8-1220,15.0,Active,Good To Soft,5f7y,0,79.0,0.0,0.0
Hamilton,6:45,Oriental Prince,Rhys Elliott(5),Jim Goldie,10.0,39.0,5.0,5.0,Class 3,11,507482,17.5,Active,Good To Soft,5f7y,0,69.0,0.0,0.0
Hamilton,6:45,Justmyluck,William Pyle,Linda Perratt,13.0,15.0,3.0,5.0,Class 3,11,150859,110.0,Active,Good To Soft,5f7y,0,70.0,0.0,0.0
Hamilton,7:15,Hunky Dory,Tom Kiely-Marshall(5),Linda Perratt,13.0,15.0,4.0,6.0,Class 4,11,518636,27.0,Active,Good To Soft,6f6y,0,80.0,0.0,0.0
Hamilton,7:15,Sir Garfield,David Nolan,John & Sean Quinn,8.0,13.0,5.0,6.0,Class 4,11,-11682,4.7,Active,Good To Soft,6f6y,0,79.0,0.0,0.0
Hamilton,7:15,Lipsink,Alistair Rawlinson,Michael Appleby,11.0,18.0,9.0,6.0,Class 4,11,1114-2,29.0,Active,Good To Soft,6f6y,0,78.0,0.0,0.0
Hamilton,7:15,Jannas Journey,Rhys Elliott(5),Jim Goldie,10.0,39.0,5.0,6.0,Class 4,11,848149,11.0,Active,Good To Soft,6f6y,0,78.0,0.0,0.0
Hamilton,7:15,Wreck It Ryley,Cieren Fallon,Alan Brown,0.0,6.0,6.0,6.0,Class 4,11,838963,5.7,Active,Good To Soft,6f6y,0,77.0,0.0,0.0
Hamilton,7:15,Belsito,Tom Eaves,Kevin Ryan,4.0,28.0,6.0,6.0,Class 4,11,8-0413,10.5,Active,Good To Soft,6f6y,0,75.0,0.0,0.0
Hamilton,7:15,Shoot To Kill,Shane Gray,Noel C Kelly,0.0,7.0,9.0,6.0,Class 4,11,032836,16.0,Active,Good To Soft,6f6y,0,74.0,0.0,0.0
Hamilton,7:15,Abduction,Jake Dickson(5),Jim Goldie,10.0,39.0,8.0,6.0,Class 4,11,773332,12.5,Active,Good To Soft,6f6y,0,74.0,0.0,0.0
Hamilton,7:15,Stirrup Cup,David Allan,Tim Easterby,5.0,85.0,4.0,6.0,Class 4,11,-23915,16.5,Active,Good To Soft,6f6y,0,73.0,0.0,0.0
Hamilton,7:15,Ashen,Lauren Young(5),Jim Goldie,10.0,39.0,4.0,6.0,Class 4,11,134202,5.2,Active,Good To Soft,6f6y,0,68.0,0.0,0.0
Hamilton,7:15,Whiskey Kisses,Greg Fairley,R Mike Smith,7.0,15.0,3.0,6.0,Class 4,11,609332,38.0,Active,Good To Soft,6f6y,0,63.0,0.0,0.0
Hamilton,7:45,Winged Messenger,Ryan Sexton,Julie Camacho,5.0,21.0,5.0,6.0,Class 4,10,31-405,13.0,Active,Good To Soft,6f6y,0,80.0,0.0,0.0
Hamilton,7:45,City Captain,Callum Rodriguez,Harriet Bethell,13.0,8.0,4.0,6.0,Class 4,10,31-624,4.2,Active,Good To Soft,6f6y,0,78.0,0.0,0.0
Hamilton,7:45,Montezuma,David Egan,Jim Goldie,10.0,39.0,4.0,6.0,Class 4,10,205325,9.2,Active,Good To Soft,6f6y,0,78.0,0.0,0.0
Hamilton,7:45,Lord Bertie,Mark Winn,David O'Meara,15.0,52.0,6.0,6.0,Class 4,10,-60069,6.2,Active,Good To Soft,6f6y,0,78.0,0.0,0.0
Hamilton,7:45,Wobwobwob,Oisin McSweeney,Adrian Keatley,13.0,15.0,8.0,6.0,Class 4,10,0-0950,20.0,Active,Good To Soft,6f6y,0,75.0,0.0,0.0
Hamilton,7:45,They All Know Me,David Nolan,Richard & Peter Fahey,18.0,40.0,4.0,6.0,Class 4,10,288180,18.5,Active,Good To Soft,6f6y,0,74.0,0.0,0.0
Hamilton,7:45,Miraculous,David Allan,Tim Easterby,5.0,85.0,4.0,6.0,Class 4,10,935781,9.0,Active,Good To Soft,6f6y,0,74.0,0.0,0.0
Hamilton,7:45,Dandy Magic,Lauren Young(5),Jim Goldie,10.0,39.0,4.0,6.0,Class 4,10,044431,6.6,Active,Good To Soft,6f6y,0,69.0,0.0,0.0
Hamilton,7:45,Daizen,Cieren Fallon,Rebecca Menzies,0.0,8.0,3.0,6.0,Class 4,10,-50510,16.0,Active,Good To Soft,6f6y,0,74.0,0.0,0.0
Hamilton,7:45,Iris Dancer,Andrew Mullen,Tristan Davidson,17.0,6.0,8.0,6.0,Class 4,10,161309,20.0,Active,Good To Soft,6f6y,0,66.0,0.0,0.0
Hamilton,8:15,Jm Jhingree,Greg Fairley,Ewan Whillans,8.0,13.0,4.0,5.0,Class 6,11,718309,27.0,Active,Good To Soft,5f7y,0,65.0,0.0,0.0
Hamilton,8:15,Thistle Nil,Rhys Elliott(5),Jim Goldie,10.0,39.0,4.0,5.0,Class 6,11,79180,65.0,Active,Good To Soft,5f7y,0,65.0,0.0,0.0
Hamilton,8:15,King Of The Jungle,Joanna Mason,Michael & David Easterby,8.0,40.0,6.0,5.0,Class 6,11,25-011,9.4,Active,Good To Soft,5f7y,0,64.0,0.0,0.0
Hamilton,8:15,Hi Lord,Conor Whiteley(5),W H Harrison,25.0,4.0,4.0,5.0,Class 6,11,513730,12.5,Active,Good To Soft,5f7y,0,63.0,0.0,0.0
Hamilton,8:15,Harb,Jack Garritty,Tristan Davidson,17.0,6.0,7.0,5.0,Class 6,11,683045,5.3,Active,Good To Soft,5f7y,0,60.0,0.0,0.0
Hamilton,8:15,Tanjen,David Allan,Tim Easterby,5.0,85.0,4.0,5.0,Class 6,11,597751,3.3,Active,Good To Soft,5f7y,0,60.0,0.0,0.0
Hamilton,8:15,Impressor,Sam James,Phillip Makin,11.0,9.0,9.0,5.0,Class 6,11,006360,8.4,Active,Good To Soft,5f7y,0,60.0,0.0,0.0
Hamilton,8:15,Startling,Oisin McSweeney,John Wainwright,25.0,4.0,4.0,5.0,Class 6,11,322422,22.5,Active,Good To Soft,5f7y,0,60.0,0.0,0.0
Hamilton,8:15,Never Dark,Alex Jary(3),Iain Jardine,10.0,29.0,9.0,5.0,Class 6,11,7-6672,10.0,Active,Good To Soft,5f7y,0,56.0,0.0,0.0
Hamilton,8:15,Supremissy,Andrew Mullen,Iain Jardine,10.0,29.0,3.0,5.0,Class 6,11,U-9319,26.0,Active,Good To Soft,5f7y,0,56.0,0.0,0.0
Hamilton,8:15,Falcon Queen,Tom Eaves,R Mike Smith,7.0,15.0,3.0,5.0,Class 6,11,489684,27.0,Active,Good To Soft,5f7y,0,55.0,0.0,0.0
Hamilton,8:15,Doon The Glen,Lauren Young(5),Jim Goldie,10.0,39.0,6.0,5.0,Class 6,11,471875,10.0,Active,Good To Soft,5f7y,0,50.0,0.0,0.0
Hamilton,8:15,Kyber Crystal,Amie Waugh(3),Rebecca Menzies,0.0,8.0,7.0,5.0,Class 6,11,305055,40.0,Active,Good To Soft,5f7y,0,49.0,0.0,0.0
Newmarket (July),2:00,Beguiled,Billy Loughnane,John & Thady Gosden,23.0,22.0,2.0,7.0,Class 3,7,3,1.53,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:00,Give Me A Bow,Paddy Bradley,William Stone,14.0,7.0,2.0,7.0,Class 3,7,6,120.0,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:00,Jessica,Hector Crouch,Kevin Philippart De Foy,8.0,12.0,2.0,7.0,Class 3,7,5,8.0,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:00,Late Night Show,Pierre-Louis Jamin,K. R. Burke,22.0,37.0,2.0,7.0,Class 3,7,,11.0,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:00,Show Me Glory,Callum Hutchinson,Andrew Balding,17.0,60.0,2.0,7.0,Class 3,7,,17.0,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:00,Woollahra,George Wood,Jack Morland,0.0,6.0,2.0,7.0,Class 3,7,,16.0,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:00,Zirconic,Harry Davies,Hugo Palmer,6.0,34.0,2.0,7.0,Class 3,7,,30.0,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:35,Al Jabbar,Billy Loughnane,Charlie Appleby,42.0,26.0,2.0,7.0,Class 3,6,,1.61,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:35,Astabuen,George Downing,Ed Walker,7.0,44.0,2.0,7.0,Class 3,6,,30.0,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:35,Majestic Jude,Harry Davies,William Haggas,20.0,41.0,2.0,7.0,Class 3,6,5,3.1,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:35,Moheebb,Neil Callan,John Butler,24.0,25.0,2.0,7.0,Class 3,6,6,70.0,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:35,Nidal,Pierre-Louis Jamin,Stuart Williams,10.0,31.0,2.0,7.0,Class 3,6,8,85.0,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),2:35,On Target,George Wood,George Scott,18.0,17.0,2.0,7.0,Class 3,6,64,36.0,Active,Good To Firm,0m7f0y,0,0.0,0.0,0.0
Newmarket (July),3:10,Elara May,Hector Crouch,Philip McBride,0.0,1.0,3.0,6.0,Class 4,8,1314-8,18.0,Active,Good To Firm,0m6f0y,0,85.0,0.0,0.0
Newmarket (July),3:10,Powdering,Dylan Hogan,Michael Herrington,31.0,13.0,6.0,6.0,Class 4,8,336013,5.8,Active,Good To Firm,0m6f0y,0,80.0,0.0,0.0
Newmarket (July),3:10,Zighy,Billy Loughnane,George Boughey,26.0,27.0,3.0,6.0,Class 4,8,1-1432,5.7,Active,Good To Firm,0m6f0y,0,82.0,0.0,0.0
Newmarket (July),3:10,Shallow,George Wood,Richard Spencer,6.0,16.0,5.0,6.0,Class 4,8,332920,4.5,Active,Good To Firm,0m6f0y,0,78.0,0.0,0.0
Newmarket (July),3:10,Angel Shared,Dougie Costello,Steph Hollinshead,0.0,10.0,5.0,6.0,Class 4,8,530649,4.8,Active,Good To Firm,0m6f0y,0,77.0,0.0,0.0
Newmarket (July),3:10,Bright Summer,Callum Hutchinson,Andrew Balding,17.0,60.0,3.0,6.0,Class 4,8,41860,12.5,Active,Good To Firm,0m6f0y,0,76.0,0.0,0.0
Newmarket (July),3:10,Adalida,Callum Shepherd,Stuart Williams,10.0,31.0,3.0,6.0,Class 4,8,710212,17.0,Active,Good To Firm,0m6f0y,0,73.0,0.0,0.0
Newmarket (July),3:10,Seeing Stars,Harry Davies,William Knight,0.0,18.0,3.0,6.0,Class 4,8,134384,19.5,Active,Good To Firm,0m6f0y,0,67.0,0.0,0.0
Newmarket (July),3:45,Liberate,George Wood,Jim & Suzi Best,9.0,11.0,4.0,10.0,Class 5,5,090559,3.5,Active,Good To Firm,1m2f0y,0,65.0,0.0,0.0
Newmarket (July),3:45,Fanciulla Del West,George Downing,Ed Walker,7.0,44.0,3.0,10.0,Class 5,5,43-220,3.55,Active,Good To Firm,1m2f0y,0,70.0,0.0,0.0
Newmarket (July),3:45,Emma's Letter,Billy Loughnane,Ed Dunlop,6.0,18.0,3.0,10.0,Class 5,5,4-3913,10.0,Active,Good To Firm,1m2f0y,0,68.0,0.0,0.0
Newmarket (July),3:45,Miss Guinevere,Paddy Bradley,Charlie Fellowes,23.0,13.0,3.0,10.0,Class 5,5,954,7.4,Active,Good To Firm,1m2f0y,0,64.0,0.0,0.0
Newmarket (July),3:45,Port Darwin,Callum Shepherd,Charlie Johnston,13.0,38.0,3.0,10.0,Class 5,5,761551,6.2,Active,Good To Firm,1m2f0y,0,62.0,0.0,0.0
Newmarket (July),4:20,Rizal,Billy Loughnane,George Scott,18.0,17.0,4.0,12.0,Class 4,4,26-311,1.9,Active,Good To Firm,1m4f0y,0,82.0,0.0,0.0
Newmarket (July),4:20,Patrol,Robert Havlin,Dylan Cunha,17.0,23.0,4.0,12.0,Class 4,4,822436,8.0,Active,Good To Firm,1m4f0y,0,75.0,0.0,0.0
Newmarket (July),4:20,Parisian Scholar,Callum Shepherd,Charlie Johnston,13.0,38.0,3.0,12.0,Class 4,4,041160,5.9,Active,Good To Firm,1m4f0y,0,80.0,0.0,0.0
Newmarket (July),4:20,Zurna,Dylan Hogan,Julia & Shelley Birkett,25.0,4.0,3.0,12.0,Class 4,4,9721,4.8,Active,Good To Firm,1m4f0y,0,78.0,0.0,0.0
Newmarket (July),4:51,Hilltop,Billy Loughnane,Daniel & Claire Kubler,24.0,17.0,5.0,7.0,Class 5,8,-41344,4.7,Active,Good To Firm,0m7f0y,0,75.0,0.0,0.0
Newmarket (July),4:51,Bami,Pierre-Louis Jamin,Tom Dascombe,10.0,10.0,3.0,7.0,Class 5,8,4314-1,6.8,Active,Good To Firm,0m7f0y,0,75.0,0.0,0.0
Newmarket (July),4:51,Ghisa,Paddy Bradley,Charlie Fellowes,23.0,13.0,3.0,7.0,Class 5,8,7-8733,10.0,Active,Good To Firm,0m7f0y,0,75.0,0.0,0.0
Newmarket (July),4:51,Rogue Citation,Harry Davies,Edward Bethell,31.0,29.0,3.0,7.0,Class 5,8,31-631,5.2,Active,Good To Firm,0m7f0y,0,75.0,0.0,0.0
Newmarket (July),4:51,Splash,Robert Havlin,Dean Ivory,0.0,2.0,3.0,7.0,Class 5,8,62-901,13.5,Active,Good To Firm,0m7f0y,0,74.0,0.0,0.0
Newmarket (July),4:51,Miss Gallant,Jack Gilligan,Marco Botti,27.0,22.0,3.0,7.0,Class 5,8,41,14.5,Active,Good To Firm,0m7f0y,0,72.0,0.0,0.0
Newmarket (July),4:51,Too Too Divine,George Wood,James Fanshawe,25.0,24.0,3.0,7.0,Class 5,8,4-531,8.0,Active,Good To Firm,0m7f0y,0,71.0,0.0,0.0
Newmarket (July),4:51,Allegrino,Callum Hutchinson,Andrew Balding,17.0,60.0,3.0,7.0,Class 5,8,312312,5.5,Active,Good To Firm,0m7f0y,0,70.0,0.0,0.0
Newmarket (July),4:51,Ironist,Callum Shepherd,George Margarson,0.0,5.0,4.0,7.0,Class 5,8,-43588,23.0,Active,Good To Firm,0m7f0y,0,65.0,0.0,0.0
Salisbury,5:27,Marsh Benham,Mr Simon Walker,George Baker,0.0,9.0,7.0,8.0,Class 5,7,776-21,7.6,Active,Good To Firm,1m0f0y,0,70.0,0.0,0.0
Salisbury,5:27,Kimeko Glory,Mr James Hills(7),Charles Hills,19.0,21.0,4.0,8.0,Class 5,7,545043,5.2,Active,Good To Firm,1m0f0y,0,69.0,0.0,0.0
Salisbury,5:27,Darvel,Mr Frederick Tett,Patrick Chamings,0.0,8.0,8.0,8.0,Class 5,7,500234,4.6,Active,Good To Firm,1m0f0y,0,68.0,0.0,0.0
Salisbury,5:27,Prince Rasam,Mr Hezekiah March(7),Gary & Josh Moore,17.0,18.0,5.0,8.0,Class 5,7,6266-2,12.5,Active,Good To Firm,1m0f0y,0,68.0,0.0,0.0
Salisbury,5:27,Prodigal Son,Mr Henry Main(3),Heather Main,0.0,3.0,4.0,8.0,Class 5,7,-13749,7.8,Active,Good To Firm,1m0f0y,0,65.0,0.0,0.0
Salisbury,5:27,Optimatum,Mr Patrick Millman,Rod Millman,0.0,17.0,4.0,8.0,Class 5,7,729-96,11.0,Active,Good To Firm,1m0f0y,0,65.0,0.0,0.0
Salisbury,5:27,Palazzo Persico,Mr William Pearman(5),Tony Carroll,7.0,30.0,5.0,8.0,Class 5,7,001515,12.0,Active,Good To Firm,1m0f0y,0,61.0,0.0,0.0
Salisbury,5:27,Thiscouldbefun,Miss Scarlett Dorricott(5),J S Moore,20.0,20.0,4.0,8.0,Class 5,7,-60301,4.5,Active,Good To Firm,1m0f0y,0,61.0,0.0,0.0
Salisbury,5:57,Chan Noir,Rhys Clutterbuck,Jane Chapple-Hyam,24.0,17.0,2.0,6.0,Class 5,12,16,6.2,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Hello You Ten,William Carver,Jamie Osborne,9.0,11.0,2.0,6.0,Class 5,12,63,23.0,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Kaboom,Sean Levey,Richard Hannon,4.0,52.0,2.0,6.0,Class 5,12,6,10.0,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Thanks Harry,William Cox,Tom Dascombe,10.0,10.0,2.0,6.0,Class 5,12,72,10.0,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Lowcountry,Alec Voikhansky,Tom Ward,7.0,14.0,2.0,6.0,Class 5,12,,22.0,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Storm Force Ten,Taylor Fisher,Jamie Osborne,9.0,11.0,2.0,6.0,Class 5,12,0,19.0,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Fillipas,Lewis Edmunds,Rod Millman,0.0,17.0,2.0,6.0,Class 5,12,20,17.5,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Spirit Of Lyra,Jack Mitchell,William Knight,0.0,18.0,2.0,6.0,Class 5,12,41,1.55,Active,Good To Firm,0m6f0y,0,81.0,0.0,0.0
Salisbury,5:57,Christmas Is Comin,Josephine Gordon,Sophie Leech,0.0,2.0,2.0,6.0,Class 5,12,,34.0,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Mr Montgomery,Stevie Donohoe,Ollie Sangster,16.0,19.0,2.0,6.0,Class 5,12,9,12.0,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Reece's Call,Tyler Heard,Rod Millman,0.0,17.0,2.0,6.0,Class 5,12,,30.0,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Inmyopinion,Nicola Currie,Amanda Perrett,40.0,5.0,2.0,6.0,Class 5,12,,32.5,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Pent Up Charm,Isobelle Chalmers(7),Michael Madgwick,0.0,2.0,2.0,6.0,Class 5,12,,42.0,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,5:57,Vera Lemon,Ray Dawson,Jeff Mullins,0.0,1.0,2.0,6.0,Class 5,12,,50.0,Active,Good To Firm,0m6f0y,0,0.0,0.0,0.0
Salisbury,6:27,Eternal Solace,Jack Mitchell,Ollie Sangster,16.0,19.0,3.0,6.0,Class 4,6,-32600,17.5,Active,Good To Firm,0m6f0y,0,81.0,0.0,0.0
Salisbury,6:27,Zen Diva,Rhys Clutterbuck,Ralph Beckett,20.0,30.0,3.0,6.0,Class 4,6,23-110,4.1,Active,Good To Firm,0m6f0y,0,80.0,0.0,0.0
Salisbury,6:27,Bintola,Lewis Edmunds,Harry Charlton,22.0,9.0,3.0,6.0,Class 4,6,26-156,4.4,Active,Good To Firm,0m6f0y,0,80.0,0.0,0.0
Salisbury,6:27,Inca Heights,Georgia Dobie,Clive Cox,26.0,27.0,3.0,6.0,Class 4,6,200-06,13.5,Active,Good To Firm,0m6f0y,0,78.0,0.0,0.0
Salisbury,6:27,Kohana Nation,Jason Watson,Charles Hills,19.0,21.0,3.0,6.0,Class 4,6,72-1,3.6,Active,Good To Firm,0m6f0y,0,78.0,0.0,0.0
Salisbury,6:27,Havana Smile,Toby Moore(7),Gary & Josh Moore,17.0,18.0,3.0,6.0,Class 4,6,4-7165,17.5,Active,Good To Firm,0m6f0y,0,75.0,0.0,0.0
Salisbury,6:27,Coyy,Charles Bishop,Eve Johnson Houghton,11.0,35.0,3.0,6.0,Class 4,6,137410,6.6,Active,Good To Firm,0m6f0y,0,74.0,0.0,0.0
Salisbury,6:57,Box Clever,Jason Watson,Jonathan Portman,0.0,9.0,3.0,8.0,Class 5,8,3-2903,4.4,Active,Good To Firm,1m0f0y,0,68.0,0.0,0.0
Salisbury,6:57,Court Of Stars,Stevie Donohoe,Ollie Sangster,16.0,19.0,3.0,8.0,Class 5,8,224606,11.5,Active,Good To Firm,1m0f0y,0,66.0,0.0,0.0
Salisbury,6:57,Zipwire,Taylor Fisher,J S Moore,20.0,20.0,3.0,8.0,Class 5,8,235654,26.0,Active,Good To Firm,1m0f0y,0,66.0,0.0,0.0
Salisbury,6:57,Footstepinthewoods,Sean Levey,Emma Lavelle,0.0,3.0,3.0,8.0,Class 5,8,-00561,4.3,Active,Good To Firm,1m0f0y,0,64.0,0.0,0.0
Salisbury,6:57,Thisonesforyou,Georgia Dobie,Clive Cox,26.0,27.0,3.0,8.0,Class 5,8,15-934,6.2,Active,Good To Firm,1m0f0y,0,62.0,0.0,0.0
Salisbury,6:57,Crimson Sunset,Nicola Currie,Marcus Tregoning,17.0,6.0,3.0,8.0,Class 5,8,4-456,13.0,Active,Good To Firm,1m0f0y,0,62.0,0.0,0.0
Salisbury,6:57,Florizelle,Lewis Edmunds,Edward Smyth-Osbourne,0.0,4.0,3.0,8.0,Class 5,8,568,25.0,Active,Good To Firm,1m0f0y,0,59.0,0.0,0.0
Salisbury,6:57,Violet Goldsmith,Charles Bishop,Eve Johnson Houghton,11.0,35.0,3.0,8.0,Class 5,8,87-021,5.1,Active,Good To Firm,1m0f0y,0,56.0,0.0,0.0
Salisbury,7:27,Bintward,Ray Dawson,Roger Varian,30.0,20.0,3.0,10.0,Class 3,5,1,1.09,Active,Good To Firm,1m1f201y,0,0.0,0.0,0.0
Salisbury,7:27,Stopherandgo,Sean Levey,David Flood,0.0,6.0,9.0,10.0,Class 3,5,07,65.0,Active,Good To Firm,1m1f201y,0,0.0,0.0,0.0
Salisbury,7:27,That's All Folks,Taylor Fisher,Jeff Mullins,0.0,1.0,6.0,10.0,Class 3,5,P,10.0,Active,Good To Firm,1m1f201y,0,0.0,0.0,0.0
